"","X","Name","High.Degree","Longitude","Latitude","Applicants","Admissions","Enrolled","SAT.Reading.25","SAT.Reading.75","SAT.Math.25","SAT.Math.75","ACT.25","ACT.75","Percent.Admitted","Tuition","Tuition.Instate","Tuition.Outstate","State","Region","Control","TEnrollment","Percent.Women","Pecent.Instate","Percent.Outstate","Percent.Foreign","GradRate.4yr","Percent.Finan.Aid"
"194",194,"Bethune-Cookman University","Master's degree",-81.031429,29.210193,7429,4948,1022,370,460,360,450,15,18,67,14410,27058,27058,"Florida","Southeast","Private not-for-profit",3724,59,71,28,1,23,99
"195",195,"Lynn University","Doctor's degree",-80.123851,26.382777,2697,2093,456,410,520,410,530,18,22,78,33600,49535,49535,"Florida","Southeast","Private not-for-profit",1785,47,26,46,25,33,79
"196",196,"Carlos Albizu University-Miami","Doctor's degree",-80.355002,25.795162,58,21,16,NA,NA,NA,NA,NA,NA,36,12048,NA,NA,"Florida","Southeast","Private not-for-profit",294,74,NA,NA,NA,13,100
"197",197,"University of Central Florida","Doctor's degree",-81.198805,28.60106,31820,15572,6068,540,630,550,640,23,28,49,6317,20839,36938,"Florida","Southeast","Public",51333,55,90,6,3,36,96
"198",198,"Clearwater Christian College","Master's degree",-82.697305,27.963556,468,328,126,460,580,450,550,19,25,70,17125,30125,30125,"Florida","Southeast","Private not-for-profit",495,48,58,42,0,44,100
"199",199,"Eckerd College","Bachelor's degree",-82.685992,27.718996,3912,2779,534,510,620,500,610,23,28,71,37362,51796,51796,"Florida","Southeast","Private not-for-profit",2173,61,15,78,6,59,97
"200",200,"Edward Waters College","Bachelor's degree",-81.684817,30.34513,1907,521,208,350,440,360,440,15,18,27,11525,23833,23833,"Florida","Southeast","Private not-for-profit",862,47,NA,NA,NA,1,97
"201",201,"Embry-Riddle Aeronautical University-Daytona Beach","Doctor's degree",-81.0495,29.189244,4074,3017,944,470,590,510,640,21,27,74,31334,46614,46614,"Florida","Southeast","Private not-for-profit",4679,17,26,63,0,34,92
"202",202,"Florida Agricultural and Mechanical University","Doctor's degree",-84.285664,30.428599,5029,2263,1145,430,520,420,510,18,22,45,5785,19545,31485,"Florida","Southeast","Public",8930,61,84,14,2,12,95
"203",203,"Florida Atlantic University","Doctor's degree",-80.102293,26.372536,24889,11880,3479,480,560,480,570,20,24,48,4790,21583,34027,"Florida","Southeast","Public",25790,56,87,7,5,15,87
"204",204,"Flagler College-St Augustine","Bachelor's degree",-81.315256,29.89335,5396,2691,708,540,580,530,580,21,25,50,16180,29560,29560,"Florida","Southeast","Private not-for-profit",2839,59,NA,NA,NA,46,85
"205",205,"Florida College","Bachelor's degree",-82.383446,28.034911,383,225,196,470,590,460,570,20,26,59,14490,26750,26750,"Florida","Southeast","Private not-for-profit",558,50,NA,NA,NA,9,94
"206",206,"Florida Institute of Technology","Doctor's degree",-80.624628,28.064503,7820,4727,783,500,610,530,650,23,28,60,36020,52690,52690,"Florida","Southeast","Private not-for-profit",3257,27,NA,NA,NA,39,95
"207",207,"Florida International University","Doctor's degree",-80.377591,25.757111,16549,7122,2990,540,620,530,610,24,27,43,6496,22968,35367,"Florida","Southeast","Public",39142,55,82,4,14,20,91
"208",208,"Florida Memorial University","Master's degree",-80.270672,25.917854,4960,2063,432,NA,NA,NA,NA,NA,NA,42,14776,26588,26588,"Florida","Southeast","Private not-for-profit",1517,61,NA,NA,NA,23,90
"209",209,"Florida Southern College","Master's degree",-81.945791,28.031507,4963,2476,635,490,590,500,590,22,27,50,28580,40700,40700,"Florida","Southeast","Private not-for-profit",2416,61,56,40,4,47,99
"210",210,"Florida State University","Doctor's degree",-84.294801,30.4421,29579,16803,6048,560,640,550,640,25,29,57,6507,21543,36709,"Florida","Southeast","Public",32528,55,89,9,2,57,95
"211",211,"University of Florida","Doctor's degree",-82.361195,29.638248,27107,12618,6373,580,670,590,690,26,31,47,6263,19103,41381,"Florida","Southeast","Public",33168,55,89,7,4,65,96
"212",212,"Jacksonville University","Doctor's degree",-81.60706,30.350349,3498,1657,528,450,550,460,560,19,24,47,29900,44670,44670,"Florida","Southeast","Private not-for-profit",3425,62,NA,NA,NA,24,99
"213",213,"Jones College-Jacksonville","Bachelor's degree",-81.610068,30.328002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7410,NA,NA,"Florida","Southeast","Private not-for-profit",449,81,NA,NA,NA,14,50
"214",214,"Keiser University-Ft Lauderdale","Doctor's degree",-80.163959,26.185869,4620,4311,3658,NA,NA,NA,NA,NA,NA,93,16284,NA,NA,"Florida","Southeast","Private not-for-profit",16039,68,NA,NA,NA,59,92
"215",215,"Trinity International University-Florida","Master's degree",-80.257156,26.099656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida","Southeast","Private not-for-profit",258,68,NA,NA,NA,NA,NA
"216",216,"University of Miami","Doctor's degree",-80.27645,25.720406,28907,11691,2140,600,700,630,720,28,32,40,42852,60906,60906,"Florida","Southeast","Private not-for-profit",11380,51,30,54,14,71,75
"217",217,"Remington College-Tampa Campus","Bachelor's degree",-82.385976,27.983466,67,54,41,NA,NA,NA,NA,NA,NA,81,15995,NA,NA,"Florida","Southeast","Private not-for-profit",189,64,NA,NA,NA,44,95
"218",218,"University of North Florida","Doctor's degree",-81.507853,30.270917,10635,5682,1615,540,620,540,610,23,26,53,6353,20575,34978,"Florida","Southeast","Public",14263,55,93,4,3,21,94
"219",219,"Nova Southeastern University","Doctor's degree",-80.24248,26.079337,4328,2487,673,470,590,480,600,21,27,57,25430,43580,43580,"Florida","Southeast","Private not-for-profit",5156,71,NA,NA,NA,25,98
"220",220,"Palm Beach Atlantic University","Doctor's degree",-80.049758,26.704629,1618,1361,587,470,590,455,590,20,26,84,25532,39302,39302,"Florida","Southeast","Private not-for-profit",2887,63,58,38,3,40,100
"221",221,"Rollins College","Doctor's degree",-81.348716,28.591992,4729,2785,477,550,640,550,650,24,29,59,41460,59438,59438,"Florida","Southeast","Private not-for-profit",2608,60,43,47,0,61,86
"222",222,"Saint Leo University","Doctor's degree",-82.257287,28.336776,3178,2435,645,NA,NA,NA,NA,NA,NA,77,19920,33200,33200,"Florida","Southeast","Private not-for-profit",12640,58,NA,NA,NA,31,94
"223",223,"St Petersburg College","Bachelor's degree",-82.717331,27.90242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3232,NA,NA,"Florida","Southeast","Public",31820,60,98,1,0,NA,81
"224",224,"University of South Florida-Main Campus","Doctor's degree",-82.415876,28.056647,28512,12900,3904,530,620,550,640,23,28,45,6410,20760,31674,"Florida","Southeast","Public",31100,55,85,7,7,36,98
"225",225,"St Thomas University","Doctor's degree",-80.256265,25.920915,727,332,210,410,510,408,500,16,21,46,26370,41649,41649,"Florida","Southeast","Private not-for-profit",1035,55,NA,NA,NA,28,100
"226",226,"Stetson University","Doctor's degree",-81.301604,29.036295,10509,6227,852,540,640,530,630,23,28,59,38330,53712,53712,"Florida","Southeast","Private not-for-profit",2729,57,NA,NA,NA,56,100
